path,quality,group,gsplit
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230916_105205.jpg,Good,4297,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105408_1.jpg,Good,4298,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230916_110619_1.jpg,Good,4299,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_112910.jpg,Good,4300,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230916_111444.jpg,Good,4301,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_121348.jpg,Good,4302,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_113808.jpg,Good,4303,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_114916_1.jpg,Good,4304,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110256.jpg,Good,4305,test
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105822_1.jpg,Good,4306,test
Fruits/Good Quality_Fruits/Pomegranate_Good/foto_121.jpg,Good,4307,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_120452_1.jpg,Good,4308,train
Fruits/Good Quality_Fruits/Pomegranate_Good/foto_123.jpg,Good,4309,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_102639_1.jpg,Good,4310,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_120527_1.jpg,Good,4311,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_114815_1.jpg,Good,4312,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_112508_1.jpg,Good,4313,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_120106_1.jpg,Good,4314,test
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_102700.jpg,Good,4315,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_103722.jpg,Good,4316,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104751_1.jpg,Good,4317,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_111305.jpg,Good,4318,test
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230916_110826.jpg,Good,4319,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_114417_1.jpg,Good,4320,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_121939.jpg,Good,4321,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_102535_1.jpg,Good,4322,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_103346_1.jpg,Good,4323,test
Fruits/Good Quality_Fruits/Pomegranate_Good/foto_101.jpg,Good,4200,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_102209_1.jpg,Good,4324,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230916_111935_1.jpg,Good,4325,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110011_1.jpg,Good,4326,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_114835_1.jpg,Good,4327,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_103513_1.jpg,Good,4328,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_112012_1.jpg,Good,4329,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105210.jpg,Good,4330,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_121228_1.jpg,Good,4331,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105641_1.jpg,Good,4332,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110308_1.jpg,Good,4333,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110422_1.jpg,Good,4334,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_113108_1.jpg,Good,4335,train
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_111907_1.jpg,Good,4336,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105200.jpg,Good,4337,val
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230916_110949.jpg,Good,4338,test
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_115145.jpg,Good,4339,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_033_009.jpg,Regular,4340,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (33).jpg,Regular,4341,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0261.jpg,Regular,4342,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_020_016.jpg,Regular,4343,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_014.jpg,Regular,4344,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_037_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_020_008.jpg,Regular,4346,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (17).jpg,Regular,4347,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_033_003.jpg,Regular,4348,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_002.jpg,Regular,4349,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_011_015.jpg,Regular,4350,test
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (31).jpg,Regular,4351,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_012_014.jpg,Regular,4352,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_86_100.jpg,Regular,4353,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_85_100.jpg,Regular,4353,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (7).jpg,Regular,4354,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0096.jpg,Regular,4355,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (38).jpg,Regular,4356,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_012.jpg,Regular,4357,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_040_016.jpg,Regular,4358,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_011_016.jpg,Regular,4359,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_012.jpg,Regular,4360,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_036_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_019_008.jpg,Regular,4361,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (12).jpg,Regular,4362,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_006_009.jpg,Regular,4363,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_009_009.jpg,Regular,4364,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_004_015.jpg,Regular,4365,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_037_014.jpg,Regular,4366,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_022_003.jpg,Regular,4367,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_008.jpg,Regular,4368,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0251.jpg,Regular,4369,test
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (21).jpg,Regular,4370,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_023_016.jpg,Regular,4371,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_001_016.jpg,Regular,4372,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_018_015.jpg,Regular,4373,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0257.jpg,Regular,4374,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_013.jpg,Regular,4375,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_013.jpg,Regular,4376,val
Fruits/Regular Quality_Fruits/Apple_Regular/r1_28_100.jpg,Regular,4377,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_006_008.jpg,Regular,4363,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_000.jpg,Regular,4378,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_52_100.jpg,Regular,4379,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_024_009.jpg,Regular,4380,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_001.jpg,Regular,4381,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_019_014.jpg,Regular,4382,test
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (26).jpg,Regular,4383,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_013.jpg,Regular,4384,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_003.jpg,Regular,4385,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_18_100.jpg,Regular,4386,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_039_008.jpg,Regular,4387,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_018_008.jpg,Regular,4388,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_8368.jpg,Regular,4389,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_017_009.jpg,Regular,4390,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_26_100.jpg,Regular,4391,test
Fruits/Regular Quality_Fruits/Apple_Regular/r1_82_100.jpg,Regular,4392,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_015.jpg,Regular,4393,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_009.jpg,Regular,4376,val
Fruits/Regular Quality_Fruits/Apple_Regular/r1_17_100.jpg,Regular,4386,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_017_014.jpg,Regular,4394,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_33_100.jpg,Regular,4395,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_004.jpg,Regular,4396,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_009.jpg,Regular,4397,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0074.jpg,Regular,4398,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_008.jpg,Regular,4376,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_016.jpg,Regular,4399,val
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (14).jpg,Regular,4362,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_023_008.jpg,Regular,4400,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_010_014.jpg,Regular,4401,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (13).jpg,Regular,4362,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_000.jpg,Regular,4402,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_021_003.jpg,Regular,4403,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_000.jpg,Regular,4404,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_016.jpg,Regular,4405,test
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_12126.jpg,Regular,4406,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_012.jpg,Regular,4407,val
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0253.jpg,Regular,4408,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_015_008.jpg,Regular,4409,val
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0222.jpg,Regular,4410,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_037_016.jpg,Regular,4411,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_005_009.jpg,Regular,4412,val
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (37).jpg,Regular,4356,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (6).jpg,Regular,4354,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_002_008.jpg,Regular,4413,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_009.jpg,Regular,4368,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0027.jpg,Regular,4414,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_29_100.jpg,Regular,4377,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_018_003.jpg,Regular,4415,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_008.jpg,Regular,4416,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_015.jpg,Regular,4417,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_023_014.jpg,Regular,4418,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_037_008.jpg,Regular,4419,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_7594.jpg,Regular,4420,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0070.jpg,Regular,4421,test
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (23).jpg,Regular,4383,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_015.jpg,Regular,4422,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_013_014.jpg,Regular,4423,test
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (39).jpg,Regular,4356,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (36).jpg,Regular,4341,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_005.jpg,Regular,4424,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_033_016.jpg,Regular,4425,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_002_016.jpg,Regular,4426,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_11187.jpg,Regular,4427,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038.jpg,Regular,4375,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_022_014.jpg,Regular,4428,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_022_009.jpg,Regular,4429,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0032.jpg,Regular,4430,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_53_100.jpg,Regular,4379,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026.jpg,Regular,4368,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_4_100.jpg,Regular,4431,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (27).jpg,Regular,4383,val
Fruits/Regular Quality_Fruits/Apple_Regular/r1_40_100.jpg,Regular,4432,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (28).jpg,Regular,4351,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_003.jpg,Regular,4433,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_017_008.jpg,Regular,4390,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_001.jpg,Regular,4434,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_004_003.jpg,Regular,4435,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029.jpg,Regular,4376,val
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (16).jpg,Regular,4347,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_010_015.jpg,Regular,4436,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_021_014.jpg,Regular,4437,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_020_009.jpg,Regular,4346,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_027_003.jpg,Regular,4438,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_70_100.jpg,Regular,4439,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_027_015.jpg,Regular,4440,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_032_008.jpg,Regular,4441,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0259.jpg,Regular,4442,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_016_009.jpg,Regular,4443,val
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0042.jpg,Regular,4444,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_008_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_41_100.jpg,Regular,4445,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_019_003.jpg,Regular,4446,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_002.jpg,Regular,4447,val
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (3).jpg,Regular,4354,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_027_016.jpg,Regular,4448,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_022_016.jpg,Regular,4449,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_56_100.jpg,Regular,4450,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_98_100.jpg,Regular,4451,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_84_100.jpg,Regular,4353,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_25_100.jpg,Regular,4452,val
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0255.jpg,Regular,4453,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_013_008.jpg,Regular,4454,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_016_014.jpg,Regular,4455,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_039_016.jpg,Regular,4456,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (19).jpg,Regular,4457,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_93_100.jpg,Regular,4458,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_14729.jpg,Regular,4459,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_012.jpg,Regular,4460,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_033_014.jpg,Regular,4461,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_015_014.jpg,Regular,4462,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_011_009.jpg,Regular,4463,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_033_008.jpg,Regular,4340,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_024_014.jpg,Regular,4464,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_005_008.jpg,Regular,4412,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_039_014.jpg,Regular,4465,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_009.jpg,Regular,4384,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_012.jpg,Regular,4466,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_013.jpg,Regular,4368,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (20).jpg,Regular,4457,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_003_016.jpg,Regular,4467,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025.jpg,Regular,4416,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_005.jpg,Regular,4468,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_014.jpg,Regular,4469,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_011.jpg,Regular,4368,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_005_003.jpg,Regular,4470,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0098.jpg,Regular,4471,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_039_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_035_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_007_016.jpg,Regular,4472,train
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_7965.jpg,Regular,4473,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_005.jpg,Regular,4474,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0239.jpg,Regular,4475,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0263.jpg,Regular,4476,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0034.jpg,Regular,4477,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_68_100.jpg,Regular,4439,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_023_009.jpg,Regular,4400,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_016_003.jpg,Regular,4478,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_036_008.jpg,Regular,4479,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_032_015.jpg,Regular,4480,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_001.jpg,Regular,4481,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (22).jpg,Regular,4383,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_5486.jpg,Regular,4482,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_000.jpg,Regular,4483,train
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_14913.jpg,Regular,4484,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_011.jpg,Regular,4384,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_000.jpg,Regular,4485,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_024_008.jpg,Regular,4380,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0092.jpg,Regular,4486,test
Fruits/Regular Quality_Fruits/Apple_Regular/r1_49_100.jpg,Regular,4487,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_014.jpg,Regular,4488,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_64_100.jpg,Regular,4489,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_011_008.jpg,Regular,4463,val
Fruits/Regular Quality_Fruits/Apple_Regular/r1_69_100.jpg,Regular,4439,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0052.jpg,Regular,4490,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_42_100.jpg,Regular,4445,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_017_015.jpg,Regular,4491,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_012_008.jpg,Regular,4492,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0036.jpg,Regular,4493,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_007_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_004_009.jpg,Regular,4494,val
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0249.jpg,Regular,4495,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_004_014.jpg,Regular,4496,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_028_008.jpg,Regular,4497,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_015.jpg,Regular,4498,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (1).jpg,Regular,4354,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_026_005.jpg,Regular,4499,val
Fruits/Regular Quality_Fruits/Apple_Regular/r1_88_100.jpg,Regular,4353,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (9).jpg,Regular,4354,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_34_100.jpg,Regular,4500,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_009_016.jpg,Regular,4501,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_020_015.jpg,Regular,4502,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (35).jpg,Regular,4341,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_005.jpg,Regular,4503,test
Fruits/Regular Quality_Fruits/Apple_Regular/r1_22_100.jpg,Regular,4504,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_034_008.jpg,Regular,4505,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_003.jpg,Regular,4506,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_013_016.jpg,Regular,4507,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_008_009.jpg,Regular,4508,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_021_009.jpg,Regular,4509,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_006_015.jpg,Regular,4510,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_60_100.jpg,Regular,4489,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_65_100.jpg,Regular,4489,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_002_015.jpg,Regular,4511,test
Fruits/Regular Quality_Fruits/Apple_Regular/r1_48_100.jpg,Regular,4512,test
Fruits/Regular Quality_Fruits/Apple_Regular/r1_58_100.jpg,Regular,4450,train
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_11999.jpg,Regular,4513,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_029_016.jpg,Regular,4514,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_040_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_008_016.jpg,Regular,4515,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_013_015.jpg,Regular,4345,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_016_016.jpg,Regular,4516,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_004.jpg,Regular,4517,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_025_003.jpg,Regular,4518,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_030_002.jpg,Regular,4519,test
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_021_016.jpg,Regular,4520,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_031_008.jpg,Regular,4397,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_97_100.jpg,Regular,4451,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_008.jpg,Regular,4375,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_57_100.jpg,Regular,4450,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_006_014.jpg,Regular,4521,train
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0018.jpg,Regular,4522,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_006_016.jpg,Regular,4523,val
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0053.jpg,Regular,4524,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_015_015.jpg,Regular,161,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_6632.jpg,Regular,4525,test
Fruits/Regular Quality_Fruits/Apple_Regular/IMG-20260603-WA0225.jpg,Regular,4526,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_2_100.jpg,Regular,4527,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_009_015.jpg,Regular,4528,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_004_008.jpg,Regular,4494,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_038_001.jpg,Regular,4529,val
Fruits/Regular Quality_Fruits/Apple_Regular/r1_21_100.jpg,Regular,4504,train
Fruits/Regular Quality_Fruits/Apple_Regular/r1_94_100.jpg,Regular,4458,val
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_027_014.jpg,Regular,4530,train
Fruits/Regular Quality_Fruits/Apple_Regular/manzana_011_014.jpg,Regular,4531,val
Fruits/Regular Quality_Fruits/Apple_Regular/n07740461_10037.jpg,Regular,4532,train
Fruits/Regular Quality_Fruits/Apple_Regular/4545 (18).jpg,Regular,4347,val
